candidate_id,pipeline_fingerprint,genome_json,pipeline_json,dataset,method,n_stacks,failure_count,absolute_peak_localization_error_mean,absolute_peak_localization_error_std,fwhm_mean,fwhm_std,curvature_at_peak_mean,curvature_at_peak_std,steep_slope_width_mean,steep_slope_width_std,steep_to_gradual_slope_ratio_mean,steep_to_gradual_slope_ratio_std,false_maxima_count_mean,false_maxima_count_std,noise_level_mean,noise_level_std,rrmse_under_additive_noise_mean,rrmse_under_additive_noise_std,range_around_global_maximum_mean,range_around_global_maximum_std,execution_time_per_slice_mean,execution_time_per_slice_std
gp::c922c86fc4a19e18,c922c86fc4a19e18f485d0d38875cdd8f4e2cbc337093d360997e7261e4618bb,"[""fft_highpass_filter""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""fft_highpass_filter"", ""params"": {""cutoff"": 0.1}}]}",WBC,gp::c922c86fc4a19e18,10,0,3.7,0.6403124237432849,8.9,2.0223748416156684,0.0,0.0,5.3,1.6155494421403513,0.872456687494965,0.6266808809311731,0.5,0.5,0.06546105300411695,0.04254575791060675,nan,nan,1.1,0.3,0.005451736180111765,0.00567299533015597
gp::602faeb7e54b96d8,602faeb7e54b96d8b575b23f0ede0252ac55a9c288990c115b8da4b1f6af4837,"[""morph_open_close"", ""gamma_correction"", ""median_filter""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""morph_open_close"", ""params"": {""ksize"": 3}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""gamma_correction"", ""params"": {""gamma"": 1.0}}, {""baseline"": false, ""category"": ""gp_step_3"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",WBC,gp::602faeb7e54b96d8,10,0,3.8,0.9797958971132713,6.9,3.144837038703278,0.2848555526809774,0.2537777680483884,5.5,0.6708203932499369,0.818914679215772,0.7007311334780546,0.0,0.0,0.04619524862122545,0.028014948774152018,nan,nan,1.8,0.9797958971132713,0.0031041923502925783,0.00019286388317363797
gp::4a994236371a48de,4a994236371a48deb967fc82bb1216d3838cef24d7bbb5ec1230e2ea60cc670a,"[""dog_filter"", ""dog_filter"", ""fft_highpass_filter""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""dog_filter"", ""params"": {""ksize1"": 3, ""ksize2"": 7, ""sigma1"": 0.5, ""sigma2"": 1.5}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""dog_filter"", ""params"": {""ksize1"": 3, ""ksize2"": 7, ""sigma1"": 0.5, ""sigma2"": 1.5}}, {""baseline"": false, ""category"": ""gp_step_3"", ""enabled"": true, ""name"": ""fft_highpass_filter"", ""params"": {""cutoff"": 0.1}}]}",WBC,gp::4a994236371a48de,10,0,3.3,1.2688577540449522,7.3,1.9519221295943134,0.19568639859852205,0.28982708234613624,4.5,2.3345235059857505,0.891031005461109,0.831076057157347,1.0,0.6324555320336759,0.15602649570428237,0.09905908033134825,nan,nan,1.6,0.66332495807108,0.003013381452765316,0.00016699776754241388
gp::890f7ec984e758ea,890f7ec984e758eac8e15171bc967d7bb6bd5511aa26b912d6409e8fd32846ae,"[""tophat_bothat"", ""gaussian_blur"", ""laplacian_sharpen""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""tophat_bothat"", ""params"": {""ksize"": 5}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""gaussian_blur"", ""params"": {""ksize"": 3, ""sigma"": 0.0}}, {""baseline"": false, ""category"": ""gp_step_3"", ""enabled"": true, ""name"": ""laplacian_sharpen"", ""params"": {""amount"": 1.0, ""ksize"": 3}}]}",WBC,gp::890f7ec984e758ea,10,0,3.7,0.6403124237432849,7.0,2.8284271247461903,0.0,0.0,3.9,2.118962010041709,0.8702650401045513,0.9000916078799409,0.9,0.5385164807134505,0.10843653892967402,0.07066298861940958,nan,nan,1.2,0.4,0.00403045559884049,9.875219316488267e-05
gp::e253cbeb1d182d1f,e253cbeb1d182d1fb560525631c3f0e9d0900d37a1cd87cd19a834ae807e2e6a,"[""clahe_enhancement""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""clahe_enhancement"", ""params"": {""clip_limit"": 2.0, ""tile_grid_size"": 8}}]}",WBC,gp::e253cbeb1d182d1f,10,0,3.7,0.45825756949558405,9.7,0.6403124237432849,0.026731148424315156,0.08019344527294546,4.1,0.7,1.417564149721771,0.4515681653316001,0.6,0.48989794855663565,0.03928041170065915,0.021489946580272354,nan,nan,1.1,0.3,0.0018597447010688484,0.0001441216218574515
gp::52423df5d73edebd,52423df5d73edebda10c59d23eceeddbb51749efa190dc05f0b260a1662e7100,"[""gaussian_blur"", ""gradient_morph""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gaussian_blur"", ""params"": {""ksize"": 3, ""sigma"": 0.0}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",WBC,gp::52423df5d73edebd,10,0,4.8,0.9797958971132713,10.0,0.0,0.10052850254025311,0.19023772746645512,5.2,0.7483314773547882,0.6529969458462179,0.4612668238446565,0.0,0.0,0.033800906275685605,0.013414084586151941,nan,nan,1.6,0.8,0.0023128462175372984,0.00014904623861510165
gp::10c8876ccee212e7,10c8876ccee212e73f7c91b6e44a8fac1ffaca0a413fe3f9dc31bb48d1318df4,"[""gaussian_blur""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gaussian_blur"", ""params"": {""ksize"": 3, ""sigma"": 0.0}}]}",WBC,gp::10c8876ccee212e7,10,0,4.7,1.1,7.9,3.207802986469088,0.17063877072551814,0.28209112728342467,4.1,1.9209372712298547,0.785332331490755,0.7269992202792063,0.3,0.45825756949558394,0.04555647038609058,0.026948450911451566,nan,nan,1.6,0.9165151389911679,0.0017524183017667383,0.0001248393933421551
gp::ec2cadff946e973c,ec2cadff946e973c561cb475854288326a94815344f7242c67521db1cdd103b2,"[""gradient_morph"", ""gradient_morph"", ""gradient_morph""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}, {""baseline"": false, ""category"": ""gp_step_3"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",WBC,gp::ec2cadff946e973c,10,0,5.0,0.7745966692414834,10.0,0.0,0.06649980149880078,0.16104027363329712,5.4,0.4898979485566356,0.5468691673178696,0.429764556749842,0.0,0.0,0.032886500671212404,0.013252749902104895,nan,nan,1.5,0.6708203932499369,0.003607794579584151,9.57534839930837e-05
gp::41738f7063eaa73a,41738f7063eaa73a5974126e97bed7277d437f778db1684027811118d964e2eb,"[""tophat_bothat"", ""fft_highpass_filter""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""tophat_bothat"", ""params"": {""ksize"": 5}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""fft_highpass_filter"", ""params"": {""cutoff"": 0.1}}]}",WBC,gp::41738f7063eaa73a,10,0,3.6,0.8,6.8,2.3579652245103193,0.006832365843776178,0.020497097531328536,4.1,2.3,0.8155795840271217,0.9864889417319882,1.1,0.8306623862918074,0.13770103114382587,0.07804274894169162,nan,nan,1.5,0.806225774829855,0.00487474570167251,0.0001535944365194656
gp::3e2e3fe92578bd02,3e2e3fe92578bd027a76de57a62e80956580573401486cc1d7f7ec498d3a2be7,"[""dog_filter"", ""gaussian_blur""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""dog_filter"", ""params"": {""ksize1"": 3, ""ksize2"": 7, ""sigma1"": 0.5, ""sigma2"": 1.5}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""gaussian_blur"", ""params"": {""ksize"": 3, ""sigma"": 0.0}}]}",WBC,gp::3e2e3fe92578bd02,10,0,3.6,0.8,5.9,2.9137604568666933,0.038417345377787,0.11525203613336102,4.1,2.211334438749598,1.064368585985531,0.9079531732141137,1.1,0.5385164807134505,0.13063298031152906,0.15250552794978786,nan,nan,1.3,0.45825756949558394,0.0018820252898149193,0.00010757200938063754
gp::67029addad0a2d48,67029addad0a2d48883ebaab86e04b63ca3d7967b9884602dd0b90d2e4b4fef7,"[""identity""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""identity"", ""params"": {}}]}",WBC,gp::67029addad0a2d48,10,0,4.7,1.1,9.3,2.1,0.15589002218515158,0.2688838398612971,4.9,1.2206555615733703,0.8894807598624279,0.5857901601122123,0.2,0.4000000000000001,0.04058008333919191,0.022474771221591944,nan,nan,1.2,0.4,0.0015218230802565814,9.056077424923532e-05
gp::c2fdcade1b75266f,c2fdcade1b75266fd6635664ea1060805685e666539591603959be90d6dd9e0a,"[""dog_filter"", ""laplacian_sharpen"", ""gradient_morph""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""dog_filter"", ""params"": {""ksize1"": 3, ""ksize2"": 7, ""sigma1"": 0.5, ""sigma2"": 1.5}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""laplacian_sharpen"", ""params"": {""amount"": 1.0, ""ksize"": 3}}, {""baseline"": false, ""category"": ""gp_step_3"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",WBC,gp::c2fdcade1b75266f,10,0,2.3,1.4177446878757827,6.9,2.5475478405713994,0.19315733595644186,0.2133988153370484,6.3,1.9519221295943134,0.6943695997382935,1.0153760375319036,0.7,0.6403124237432849,0.12047670773823567,0.071836458581308,nan,nan,2.1,0.7,0.002762390997959301,0.00017142654667602687
gp::a49ec18438c2cbbc,a49ec18438c2cbbc3ffb76a12a61b7a30d85aeae16bbddca68482882228802b9,"[""gamma_correction"", ""dog_filter""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gamma_correction"", ""params"": {""gamma"": 1.0}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""dog_filter"", ""params"": {""ksize1"": 3, ""ksize2"": 7, ""sigma1"": 0.5, ""sigma2"": 1.5}}]}",WBC,gp::a49ec18438c2cbbc,10,0,3.5,0.9219544457292888,5.8,2.9597297173897483,0.042096297496613054,0.1138659104331365,4.2,2.227105745132009,0.7266046662719635,0.6249245118439111,1.1,0.5385164807134505,0.10405835232897195,0.08137913208356624,nan,nan,1.5,0.6708203932499369,0.001871988517232239,0.00010648591265746473
gp::0471ec0eb4ff35d8,0471ec0eb4ff35d89a17bf939a3cbb69d59f552a02c8341655cb12e843bed4eb,"[""dog_filter"", ""fft_highpass_filter"", ""fft_highpass_filter""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""dog_filter"", ""params"": {""ksize1"": 3, ""ksize2"": 7, ""sigma1"": 0.5, ""sigma2"": 1.5}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""fft_highpass_filter"", ""params"": {""cutoff"": 0.1}}, {""baseline"": false, ""category"": ""gp_step_3"", ""enabled"": true, ""name"": ""fft_highpass_filter"", ""params"": {""cutoff"": 0.1}}]}",WBC,gp::0471ec0eb4ff35d8,10,0,3.0,1.1832159566199232,6.7,2.282542442102666,0.17342715045562876,0.3691143892395298,4.7,1.7916472867168918,0.5229365853242909,0.4600485727082154,1.0,0.6324555320336759,0.1639730547533087,0.17308899543012157,nan,nan,1.8,1.2489995996796799,0.0037434539501555266,0.00010830017282862026
gp::e95aff2caa474fb7,e95aff2caa474fb7158476af1c6e0808b7c6fcf6337e3d867ee4304bbffe6d3b,"[""dog_filter"", ""dog_filter""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""dog_filter"", ""params"": {""ksize1"": 3, ""ksize2"": 7, ""sigma1"": 0.5, ""sigma2"": 1.5}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""dog_filter"", ""params"": {""ksize1"": 3, ""ksize2"": 7, ""sigma1"": 0.5, ""sigma2"": 1.5}}]}",WBC,gp::e95aff2caa474fb7,10,0,3.0,0.7745966692414834,7.0,2.04939015319192,0.19526754164902488,0.22910910882517815,4.6,2.2449944320643644,0.6445361549554165,0.5609509084977262,0.9,0.7000000000000001,0.14069024813900696,0.10107647258111904,nan,nan,1.7,0.6403124237432849,0.0020713860401883723,0.00014409308936441298
gp::6c8eaac99bbc5b9c,6c8eaac99bbc5b9c4e165293b6b48b2f9091351e914ec6a5da7940f11282597f,"[""median_filter""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",WBC,gp::6c8eaac99bbc5b9c,10,0,4.7,1.1,7.9,3.207802986469088,0.16544407136566788,0.2740858361386686,4.5,1.6278820596099706,0.7752959076692101,0.678492587796642,0.2,0.4000000000000001,0.044319673282367474,0.025217995933751958,nan,nan,1.5,0.6708203932499369,0.0017240112298168241,0.0001331595570454408
gp::2284a5adf84d2df5,2284a5adf84d2df51c98858c1e52f0e36bfd2e008f55dc18808ceed6a1211f69,"[""morph_open_close""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""morph_open_close"", ""params"": {""ksize"": 3}}]}",WBC,gp::2284a5adf84d2df5,10,0,4.6,1.2,7.9,3.207802986469088,0.18905887389287498,0.27425178807552786,4.2,1.98997487421324,0.8142190361742747,0.6590320309574134,0.3,0.45825756949558394,0.045606618525977805,0.025807086013470624,nan,nan,1.6,0.9165151389911679,0.0028999803808983414,0.0001670183230309271
gp::9bbc227e67df5810,9bbc227e67df58108c1656d43ba69dfc7e63a7bdc1776c735ae712824321e16d,"[""dog_filter"", ""morph_open_close""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""dog_filter"", ""params"": {""ksize1"": 3, ""ksize2"": 7, ""sigma1"": 0.5, ""sigma2"": 1.5}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""morph_open_close"", ""params"": {""ksize"": 3}}]}",WBC,gp::9bbc227e67df5810,10,0,3.4,0.9165151389911681,6.4,2.6153393661244038,0.14408668134856376,0.3221437595293259,4.3,2.0024984394500787,1.1022380171803658,0.9341975695339845,1.1,0.7,0.11505986741073855,0.100934401892497,nan,nan,1.3,0.45825756949558394,0.0031562549294903873,0.00013308041090438134
gp::2a8a7fd975e6d738,2a8a7fd975e6d7385bee6bb09317854365b37b466c6360b412aa897332557e19,"[""clahe_enhancement"", ""gamma_correction""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""clahe_enhancement"", ""params"": {""clip_limit"": 2.0, ""tile_grid_size"": 8}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""gamma_correction"", ""params"": {""gamma"": 1.0}}]}",WBC,gp::2a8a7fd975e6d738,10,0,3.7,0.45825756949558405,9.7,0.6403124237432849,0.026731148424315156,0.08019344527294546,4.1,0.7,1.417564149721771,0.4515681653316001,0.6,0.48989794855663565,0.03928041170065915,0.021489946580272354,nan,nan,1.1,0.3,0.0019743141578510404,0.00016795624913972909
gp::81d6346f972094ff,81d6346f972094ffcea371376333735f530adaf72df2eb7bc9a75eeaddf77c27,"[""dog_filter""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""dog_filter"", ""params"": {""ksize1"": 3, ""ksize2"": 7, ""sigma1"": 0.5, ""sigma2"": 1.5}}]}",WBC,gp::81d6346f972094ff,10,0,3.5,0.9219544457292888,5.8,2.9597297173897483,0.042096297496613054,0.1138659104331365,4.2,2.227105745132009,0.7266046662719635,0.6249245118439111,1.1,0.5385164807134505,0.10405835232897195,0.08137913208356624,nan,nan,1.5,0.6708203932499369,0.0018350371497217566,0.00016108134854977076
gp::f01fc3c70405e5ff,f01fc3c70405e5ffa000675188080e1d7cddc74e86ae613d82755b9176a3be0b,"[""gaussian_blur"", ""median_filter""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""gaussian_blur"", ""params"": {""ksize"": 3, ""sigma"": 0.0}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",WBC,gp::f01fc3c70405e5ff,10,0,3.9,0.9433981132056604,7.4,3.2,0.2611790437743208,0.2676485685526772,5.4,0.66332495807108,0.7539895504942749,0.7554671625238719,0.0,0.0,0.04659722745142597,0.028676693637857287,nan,nan,1.8,0.9797958971132713,0.001880158719141036,0.00015579427618002078
gp::f981a517547aa658,f981a517547aa6589dda20038fbb6dc0346ff71f8c81e3165ff6f5d197f15f21,"[""histogram_equalization"", ""median_filter""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",WBC,gp::f981a517547aa658,10,0,3.6,0.48989794855663565,7.6,3.4698703145794947,0.1771084653842248,0.3037899153871625,4.5,0.6708203932499369,1.5064743231788507,0.39688830880356024,0.6,0.66332495807108,0.0510572650465119,0.036401452267709876,nan,nan,1.0,0.0,0.0018299382319673894,0.00011911241704178173
gp::f4c7051d36776683,f4c7051d36776683341f0f548e5171a3a43cf7dd1e69f8add985ab559dbfdef4,"[""clahe_enhancement"", ""unsharp_mask"", ""gradient_morph""]","{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""clahe_enhancement"", ""params"": {""clip_limit"": 2.0, ""tile_grid_size"": 8}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""unsharp_mask"", ""params"": {""amount"": 1.0, ""ksize"": 3, ""sigma"": 1.0}}, {""baseline"": false, ""category"": ""gp_step_3"", ""enabled"": true, ""name"": ""gradient_morph"", ""params"": {""ksize"": 3}}]}",WBC,gp::f4c7051d36776683,10,0,4.2,0.9797958971132713,8.3,2.968164415931166,0.0,0.0,4.3,0.6403124237432849,1.4490669397772962,0.5048957956146719,0.5,0.5,0.04370454174552956,0.024450899395885805,nan,nan,1.0,0.0,0.002680491297505796,0.00011268387405554457
